title,address,date,description,price,phone,link
3 bed end terrace house for sale,"Pinkston Road, Glasgow G4",23rd Mar 2020,"The stylish three bedroom Holmwood is a modern take on a traditional family home. Designed to help you make the most of family life, the Holmwood has everything you would want from a modern, well-designed family home. Downstairs, from the hallway, the ...","£214,000",0141 376 8998 **,https://www.zoopla.co.uk//for-sale/details/54655516?search_identifier=db8c054da72b5d1f37bd581d9178e658
1 bed flat for sale,"2/3, Cordiner Street, Mount Florida, Glasgow G44",23rd Mar 2020,"Well presented traditional first floor flat set within substantial red sandstone building situated within a much admired and convenient Southside residential location. The accommodation in full comprises welcoming reception hallway, bright (truncated)","£79,950",0141 376 9401 **,https://www.zoopla.co.uk//for-sale/details/54655309?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed semi-detached house for sale,"Ashkirk Drive, Glasgow G52",23rd Mar 2020,"*video viewing availability* The Property Well presented semi detached family home in the sought after area of Mosspark. The house comprises hallway, kitchen, lounge, dining room/3rd bedroom, bathroom and two bedrooms. The home boasts several features ...","£175,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54655142?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed end terrace house for sale,"Westland Drive, Jordanhill, Glasgow G14",23rd Mar 2020,A well proportioned end terraced villa with the scope to create a wonderful family home in a popular residential locale within the Jordanhill School catchment. (contd...),"£195,000",0141 376 8795 **,https://www.zoopla.co.uk//for-sale/details/54654620?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed maisonette for sale,"Fortrose Street, Partickhill, Glasgow G11",23rd Mar 2020,** cash purchase ** This fabulous two bed maisonette flat is located within the very desirable area of Partick in Glasgow's West End with fantastic views West across the West of Scotland cricket grounds. (contd...),"£120,000",0141 376 8795 **,https://www.zoopla.co.uk//for-sale/details/54654621?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"Thornwood Drive, Thornwood, Glasgow G11",23rd Mar 2020,"A beautifully presented, second floor, traditional two bedroom tenement apartment enjoying the sought after dining kitchen layout. Located in this favoured Thornwood location close to Partick train and tube station. (contd...)","£200,000",0141 376 8387 **,https://www.zoopla.co.uk//for-sale/details/54654603?search_identifier=db8c054da72b5d1f37bd581d9178e658
4 bed detached house for sale,"Mossbeath Gardens, Glasgow G71",23rd Mar 2020,"Purplebricks are delighted to offer to the market this stunning four bedroom detached villa located within the popular area of Uddingston, Glasgow. This property would ideally suit younger and older families alike and early viewing is highly advised ...","£290,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54013018?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"St. Francis Rigg, Oatlands, Glasgow G5",23rd Mar 2020,An exceptional two bedroom top floor flat set in this popular modern development in New Gorbals.,"£118,000",0141 433 1469 **,https://www.zoopla.co.uk//for-sale/details/54652729?search_identifier=db8c054da72b5d1f37bd581d9178e658
1 bed property for sale,"28 Rosslyn Avenue, Rutherglen G73",23rd Mar 2020,"**3D tour available** Offered to the market in impeccable order throughout, an utterly charming main door lower quarter villa occupying one of the preferred positions on Rosslyn Avenue with access to a stunning south facing garden area at the rear. ...","£149,995",0141 376 9384 **,https://www.zoopla.co.uk//for-sale/details/54652658?search_identifier=db8c054da72b5d1f37bd581d9178e658
1 bed flat for sale,"Stanmore Road, Flat 0/2, Mount Florida, Glasgow G42",23rd Mar 2020,HD Property Video Available. A stunning and cleverly designed one bedroom traditional apartment with private front garden situated within a highly sought after Mount Florida address. Internally the property offers stylish accommodation within two ...,"£119,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/54652492?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed semi-detached house for sale,"Gardenside Avenue, Glasgow G32",23rd Mar 2020,"Purplebricks are delighted to offer to the market this two bedroom semi detached villa located within the popular area of Carmyle, Glasgow. This property would ideally suit first time buyers looking to get onto the property ladder and early viewing is ...","£120,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54651942?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed terraced house for sale,"Waverley Terrace, Blantyre, Glasgow G72",23rd Mar 2020,"Hello, are you looking for a well proportioned 2 bedroom mid terraced starter house/family home in High Blantyre? Would you like a bright spacious lounge finished with neutral decor and cream carpets? What about a white wooden fitted kitchen with ...","£74,995",01698 599749 **,https://www.zoopla.co.uk//for-sale/details/54651803?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"Old Edinburgh Road, Uddingston G71",23rd Mar 2020,Paul Fox Properties are delighted to bring to the market this two bedroom upper level flat located in a sought after area of Uddingston. Presented in walk in condition this would be a fantastic opportunity for the first time buyer or buy to let ...,"£72,000",01698 599102 **,https://www.zoopla.co.uk//for-sale/details/54651754?search_identifier=db8c054da72b5d1f37bd581d9178e658
3 bed terraced house for sale,"Lugar Drive, Glasgow G52",23rd Mar 2020,This traditional red sandstone Mid Terrace Villa is located in a desirable pocket within walking distance of Bellahouston Park. The well appointed family home is formed over two levels with a floored and lined attic level. The property requires some ...,"£199,950",0141 376 0213 **,https://www.zoopla.co.uk//for-sale/details/54651542?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed end terrace house for sale,"Dryburgh Way, Blantyre, Glasgow G72",23rd Mar 2020,"Hello, are you looking for a well proportioned, 2 bedroom, end terrace family home in a popular area of Blantyre? Would you like a good size, bright lounge with plenty of space? How about a bright, fully fitted kitchen with tiled splashback, storage ...","£60,000",01698 599749 **,https://www.zoopla.co.uk//for-sale/details/54651310?search_identifier=db8c054da72b5d1f37bd581d9178e658
Terraced house for sale,"Kilmaurs Street, Govan, Glasgow G51",23rd Mar 2020,"23 Kilmaurs Street is brought to the market in need of complete renovation and is a cash buy only It is extremely handy for local shops which cater for most day to day requirements. There is a 24-hour Asda nearby, excellent public transport facilities ...","£50,000",0141 376 7272 **,https://www.zoopla.co.uk//for-sale/details/54650232?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"Coltmuir Street, Glasgow G22",23rd Mar 2020,"Virtual viewing available. Upper cottage flat set within reclad building with accommodation comprising welcoming hallway with storage, spacious lounge, modern kitchen, two double bedrooms and bathroom. GCH & dg. Easily maintained gardens.","£75,000",0141 433 0320 **,https://www.zoopla.co.uk//for-sale/details/50394516?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"17 Newcroft Drive, Glasgow G44",23rd Mar 2020,"***going to auction***Brighton & Beck Property Group offer to Online Auction this spacious 2 bedroom Upper Cottage Flat in the popular Croftfoot area in the South side of Glasgow. The property comprises of lounge with kitchen off, two bedrooms and bath...","£55,000",0141 376 7326 **,https://www.zoopla.co.uk//for-sale/details/54649471?search_identifier=db8c054da72b5d1f37bd581d9178e658
3 bed terraced house for sale,"Meiklerigg Crescent, Old Pollok, Glasgow G53",23rd Mar 2020,"Beautifully appointed recently refurbished mid-terrace villa, presented in true walk in condition. Hallway, generous lounge, newly fitted kitchen, three double bedrooms and newly modern fitted bathroom suite. Quiet location, private gardens. Gas ...","£139,995",0141 433 6644 **,https://www.zoopla.co.uk//for-sale/details/54649324?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"""The Berkeley"" at Pinkston Road, Glasgow G4",23rd Mar 2020,"Amazing incentives when reserving now Plot 192: Now with bronze flooring package & high gloss kitchen units upgrade. The Berkelely in our modern and stylish 2 bedroom first floor apartment. Filled with natural light, spacious bedrooms and handy ...","£181,000",0141 376 3520 **,https://www.zoopla.co.uk//new-homes/details/54220066?search_identifier=db8c054da72b5d1f37bd581d9178e658
2 bed flat for sale,"Finlay Drive, Glasgow, Glasgow G31",23rd Mar 2020,"The property has been independently valued at £135,000 by a Royal Institution of Chartered Surveyors (RICS) qualified surveyor. Priced to sell - No Onward Chain - Ideal Investment Opportunity - Third Floor - Fitted Kitchen - Master Bedroo","£132,500",0161 506 9575 **,https://www.zoopla.co.uk//for-sale/details/53256091?search_identifier=db8c054da72b5d1f37bd581d9178e658
4 bed detached house for sale,"""Lennox"" at Rosehall Way, Uddingston, Glasgow G71",21st Mar 2020,"With a separate laundry room and french doors to garden, open-plan kitchen and family/dining, with master bedroom en-suite, this is an ideal family home.","£259,000",0141 376 8002 **,https://www.zoopla.co.uk//new-homes/details/54644146?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Scavaig Crescent, Drumchapel, Glasgow G15",21st Mar 2020,"Clydebank Estate & Letting agents present to the market this Two Bedroom Lower cottage flat on Scavaig crescent Drumchapel. Property Information Presented to the market is this fantastic two bedroom lower cottage flat, property itself comprises, ...","£89,995",0141 846 0165 **,https://www.zoopla.co.uk//for-sale/details/54641173?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed detached house for sale,"Castlehill Drive, Newton Mearns, Glasgow, East Renfrewshire G77",21st Mar 2020,"An outstanding three bedroom family home, situated within easy reach of all the fantastic amenities that Newton Mearns has to offer.The accommodation comprises a wonderful open plan lounge, which continues through the dining area to a sun room ...","£340,000",0141 376 8802 **,https://www.zoopla.co.uk//for-sale/details/54641158?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Parsonage Square, Collegelands, Glasgow, Lanarkshire G4",21st Mar 2020,"Designed to echo the historical cloister gardens of the Medieval monastery which once sat nearby, being set around an urban quadrangle, the Parsonage Square development has a great community spirit with an active owners association and high owner ...","£150,000",0141 376 8794 **,https://www.zoopla.co.uk//for-sale/details/54641135?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Trinity Drive, Uddingston, Glasgow G71",21st Mar 2020,"This generously proportioned, modern first floor flat is conveniently placed, only a short walk from Uddingston Main Street and its amenities. The flat was built by Barratt Homes circa 2010 and is neutrally decorated throughout whilst featuring ...","£169,999",01698 599806 **,https://www.zoopla.co.uk//for-sale/details/54640871?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed terraced house for sale,"Glen More, St Leonards, East Kilbride G74",21st Mar 2020,"Set in an area popular with young families, is this recently upgraded three-bedroom terraced villa. It is close to highly regarded primary and secondary schools, sports and recreational facilities, regular bus services, Train Station, Village.","£125,000",01355 385948 **,https://www.zoopla.co.uk//for-sale/details/54633027?search_identifier=c309f663d2e6f97022ef2f77e3e04467
5 bed detached house for sale,"Lavender Court, Uddingston, Glasgow G71",21st Mar 2020,***View this home from the comfort of your own with our Upload Abode 3D Virtual Tour*** Upload Abode is delighted to present this graceful 5 bedroom detached home situated in a popular area of Uddingston.,"£265,000",01698 599631 **,https://www.zoopla.co.uk//for-sale/details/54639718?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed bungalow for sale,"Pitcairn Crescent, Hairmyres, East Kilbride G75",21st Mar 2020,"This very well maintained, extended two-bedroom semi-detached bungalow with driveway and garage is close to all local amenities, Hairmyres Train Station and regular bus services.","£185,000",01355 385948 **,https://www.zoopla.co.uk//for-sale/details/54633828?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"42 Maxwellton Avenue, Calderwood, East Kilbride G74",20th Mar 2020,A conveniently located bright and airy first floor flat which offers an excellent opportunity for the first-time buyer and investor markets. The Energy Performance Rating is Band C.,"£65,000",0141 376 9382 **,https://www.zoopla.co.uk//for-sale/details/54637179?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Flat 38 The Matrix, 112 Cowcaddens Road, Glasgow G4",20th Mar 2020,"This contemporary, 3 bedroom, duplex apartment is in one of the city's iconic and stylish modern developments. This light and spacious apartment has a south facing balcony and private parking making it a fantastic buy for the young professionals or ...","£239,999",0141 376 8900 **,https://www.zoopla.co.uk//for-sale/details/54637168?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Kinellar Drive, Garscadden, Glasgow G14",20th Mar 2020,"An extremely spacious, three bedroom upper cottage flat presented for sale in excellent decorative order after many improvements made by the present owners. There is also a very large south west facing rear garden. (contd...)","£110,000",0141 376 8387 **,https://www.zoopla.co.uk//for-sale/details/54636950?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Sinclair Drive, Glasgow, Lanarkshire G42",20th Mar 2020,Link to video tour: (contd...),"£135,000",0141 376 8389 **,https://www.zoopla.co.uk//for-sale/details/54636947?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed end terrace house for sale,"Springhill Farm Road, Baillieston, Glasgow, Lanarkshire G69",20th Mar 2020,Immediate internal inspection is strongly recommended to fully appreciate this well proportioned end terraced villa which offers ideal accommodation for young couples and families alike as set amidst this cul-de-sac setting. (contd...),"£165,000",0141 376 8791 **,https://www.zoopla.co.uk//for-sale/details/54636945?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed terraced house for sale,"Glendevon Square, Ruchazie, Glasgow G33",20th Mar 2020,Situated within a quiet cul-de-sac location is this modern 2 bedroom mid terraced villa offering spacious accommodation over two levels. (contd...),"£95,000",0141 376 8388 **,https://www.zoopla.co.uk//for-sale/details/54636943?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed semi-detached house for sale,"Barrachnie Road, Garrowhill, Glasgow, Lanarkshire G69",20th Mar 2020,Immediate internal viewing is strongly recommended to fully appreciate this Henry Boot built extended semi detached villa which occupies this elevated site and although requiring a degree of modernisation offers ideal accommodation for today's young ...,"£130,000",0141 376 8791 **,https://www.zoopla.co.uk//for-sale/details/54636946?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed terraced house for sale,"Range Place, Glenmill Estate, Glasgow G53",20th Mar 2020,"Perfectly placed within this highly popular residential estate, this beautifully presented modern build mid terrace villa will appeal to a wide range of buyers. (contd...)","£135,000",0141 376 8793 **,https://www.zoopla.co.uk//for-sale/details/54636939?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed semi-detached house for sale,"Brenfield Avenue, Muirend G44",20th Mar 2020,"Perfectly placed for a wide range of amenities this well presented and extended semi detached villa is sure to appeal to the family and professional market alike. Comprises, broad reception hall, lounge / dining room, open plan breakfasting room with ...","£220,000",0141 376 8793 **,https://www.zoopla.co.uk//for-sale/details/54636937?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"19 Exeter Drive, Glasgow G11",20th Mar 2020,"Delighted to welcome to the market this truly stunning second floor tenement flat in the sought after area of Exeter Drive. This property will offer a unique living experience to a fortunate buyer. Access from a secure entry, stairwell to landing, ...","£125,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/53667405?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Walker Street, Flat 1/2, Partick, Glasgow G11",20th Mar 2020,"This bright, well-appointed, three bedroom apartment enjoys a preferred, first floor position within an impressive, modern development and has the added benefits of private, South-facing balcony and private parking within a gated, coutryard-style, ...","£199,000",0141 376 9403 **,https://www.zoopla.co.uk//for-sale/details/54636216?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"6 Kennedy Path, Glasgow G4",20th Mar 2020,"This super fresh and ready to go one bedroom apartment offers a fabulous location in the exceptionally handy Townhead area of the city centre, perfect for the nearby universities, college and Royal Infirmary. The property is situated on the ground ...","£100,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54634933?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed terraced house for sale,"Westland Drive, Jordanhill, Glasgow G14",20th Mar 2020,"A well-appointed, three bedroom, mid-terrace villa which backs towards onto a nature trail and enjoys a fantastic, central position within a sought after Jordanhill address. Westland Drive is a peaceful address in the much sought after, list 1 ...","£259,000",0141 376 9403 **,https://www.zoopla.co.uk//for-sale/details/54634926?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"2/2, 423, Carmunnock Road, Glasgow G45",20th Mar 2020,"**3D tour available** A bright and attractive, 2 bedroomed, second floor level flat with a recently upgraded interior and private balcony with splendid open views to front, situated within an established residential locale. EPC - C.","£65,000",0141 376 9384 **,https://www.zoopla.co.uk//for-sale/details/54634748?search_identifier=c309f663d2e6f97022ef2f77e3e04467
6 bed detached house for sale,"Strathmiglo Court, Hairmyres, East Kilbride G75",20th Mar 2020,"Hello, are you looking for a very well presented, recently renovated, 6 bedroom detached family home, in a quiet cul de sac in Hairmyres with ample parking, which is within walking distance of the train station and close to local shops? Would you like ...","£284,995",01698 599749 **,https://www.zoopla.co.uk//for-sale/details/54634458?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed semi-detached house for sale,"Laxford Avenue, Glasgow G44",20th Mar 2020,Immaculately presented semi detached villa set within an ever desirable pocket of Cathcart,"£225,000",0141 433 0319 **,https://www.zoopla.co.uk//for-sale/details/54634157?search_identifier=c309f663d2e6f97022ef2f77e3e04467
4 bed semi-detached house for sale,"Carswell Road, Newton Mearns, Glasgow G77",20th Mar 2020,"Having been substantially extended by way of full width extensions to both front and rear, this deceptively spacious semi detached villa offers generous levels of accommodation over two main levels with a flexible layout and modern specification. ...","£200,000",0141 376 9405 **,https://www.zoopla.co.uk//for-sale/details/54634092?search_identifier=c309f663d2e6f97022ef2f77e3e04467
4 bed property for sale,"Quarrybrae Gardens, Uddingston, Glasgow G71",20th Mar 2020,"Looking for a spacious detached villa situated within a large plot, gardens to front side and rear, cul-de-sac sited and in a quiet yet popular residential area of Uddingston? Quarrybrae Gardens, in need of a degree of internal upgrade for a fabulous ...","£145,000",01698 599626 **,https://www.zoopla.co.uk//for-sale/details/54633842?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Sherbrooke Drive, Glasgow G41",20th Mar 2020,A great example of a spacious well laid out flat which forms part of a refurbished apartment complex within a sought after residential pocket of Bellahouston.,"£120,000",0141 376 7558 **,https://www.zoopla.co.uk//for-sale/details/54633512?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed terraced house for sale,"Mauchline, Calderwood, East Kilbride G74",20th Mar 2020,"************************************************************* Due to the ongoing Covid-19/ Coronavirus epidemic and for the health & safety of all our staff, physical viewings for all our properties are suspended until further notice. Online there is ...","£115,000",01355 587157 **,https://www.zoopla.co.uk//for-sale/details/54632988?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed semi-detached house for sale,"Easterton Avenue, Busby, Glasgow G76",20th Mar 2020,"************************************************************* Due to the ongoing Covid-19/ Coronavirus epidemic and for the health & safety of all our staff, physical viewings for all our properties are suspended until further notice. Online there is ...","£160,000",0141 376 8969 **,https://www.zoopla.co.uk//for-sale/details/54647749?search_identifier=c309f663d2e6f97022ef2f77e3e04467
4 bed detached house for sale,"""Cullen"" at Auchinleck Road, Glasgow G33",20th Mar 2020,"The Cullen is a stylish four bedroom home. The ground floor offers a generous lounge, and open-plan kitchen/dining area leading out to the back garden. You'll also find an adjoined utility room and WC. The first floor comprises three double bedrooms, ...","£320,995",0141 376 8224 **,https://www.zoopla.co.uk//new-homes/details/51628919?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"Newlands Road, Flat 3/3, Cathcart, Glasgow G44",20th Mar 2020,"HD Property Video Available. A well presented one bedroom traditional tenement apartment. The property is positioned on the third floor and is held within a blonde sandstone tenement block which offers a highly convenient location, in close proximity ...","£67,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/54632880?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Glencroft Road, Glasgow G44",20th Mar 2020,"Attractive main door lower cottage flat occupying an enviable position within this established residential district, a short stroll from King’s Park and Croftfoot Primary School. The property offers a flexible layout and benefits from (truncated)","£89,000",0141 376 4250 **,https://www.zoopla.co.uk//for-sale/details/54632786?search_identifier=c309f663d2e6f97022ef2f77e3e04467
4 bed detached house for sale,"Manse View, Blantyre, Glasgow G72",20th Mar 2020,"Hello, are you looking for a gorgeous, 4/5 bedroom detached family home with garage conversion, in a small, quiet, desirable estate in Blantyre? Would you like it to be in a prime location, set within a small cul-de-sac, but also within easy reach of ...","£259,995",01698 599749 **,https://www.zoopla.co.uk//for-sale/details/54632729?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Flat 0/2, 1745, Great Western Road, Anniesland, Glasgow G13",20th Mar 2020,Fabulous three bedroom ground floor flat in a red sandstone building sitting in a popular location just a few minutes walk from Anniesland Cross. EPC - D,"£135,000",0141 376 9427 **,https://www.zoopla.co.uk//for-sale/details/54632549?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed property for sale,"4 Slenavon Avenue, Rutherglen, Glasgow G73",20th Mar 2020,"** 3D tour available** A fabulous, 3 bedroomed, mid terraced family home, seldom available to the market and in immaculate order throughout, sitting on a south facing garden plot within a well established residential location. EPC -D.","£95,000",0141 376 9384 **,https://www.zoopla.co.uk//for-sale/details/54632461?search_identifier=c309f663d2e6f97022ef2f77e3e04467
5 bed terraced house for sale,"Ewing Street, Rutherglen, Glasgow G73",20th Mar 2020,"************************************************************* Due to the ongoing Covid-19/ Coronavirus epidemic and for the health & safety of all our staff, physical viewings for all our properties are suspended until further notice. Online there is ...","£255,000",0141 376 8969 **,https://www.zoopla.co.uk//for-sale/details/54630894?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"Calder Street, Govanhill G42",20th Mar 2020,Extremely spacious first floor flat benefitting from that all-important dining kitchen.,"£75,000",0141 376 9503 **,https://www.zoopla.co.uk//for-sale/details/54630715?search_identifier=c309f663d2e6f97022ef2f77e3e04467
Parking/garage for sale,"Garage 78, Dorchster Place, Kelvinside G12",20th Mar 2020,A single garage/ lock up in Kelvinside offering an ideal space for secure storage or parking.,"£16,000",0141 433 1469 **,https://www.zoopla.co.uk//for-sale/details/54630255?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"Shakespeare Street, Glasgow G20",20th Mar 2020,A well-presented one-bedroom top floor flat set within this well-maintained red sandstone tenement.,"£98,000",0141 433 1469 **,https://www.zoopla.co.uk//for-sale/details/54629404?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"1/2, 10 Dairsie Street, Glasgow G44",20th Mar 2020,"***going to auction***Brighton & Beck Property Group offer to Online Auction this traditional first floor 1 bedroom Flat in the popular Muirend area of Glasgow. The property comprises of entrance hallway, lounge/kitchen, double bedroom and bathroom. Sp...","£60,000",0141 376 7326 **,https://www.zoopla.co.uk//for-sale/details/54629361?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Old Edinburgh Road, Uddingston, Glasgow G71",20th Mar 2020,"Spacious two bedroom lower cottage flat situated in a popular residential area in Uddingston. The property boasts well-proportioned rooms, which is mixed with a good layout. The accommodation, in brief extends to entrance hallway with storage, lounge, ...","£59,995",01698 209042 **,https://www.zoopla.co.uk//for-sale/details/54629029?search_identifier=c309f663d2e6f97022ef2f77e3e04467
1 bed flat for sale,"Breamish Place, East Kilbride, Glasgow G75",20th Mar 2020,"Rarely available one bedroom main door upper flat in popular Gardenhall locale, close to train station and amenities. Full description The accommodation comprises entrance vestibule with stairs to main accommodation, bright spacious lounge, fitted ...","£69,000",01355 385021 **,https://www.zoopla.co.uk//for-sale/details/54628575?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed terraced house for sale,"Chalmers Crescent, East Kilbride, Glasgow G75",20th Mar 2020,"Hello, are you looking for an great size, ideal family home, 3 bedroom mid terraced, in a popular area of East Kilbride? Would you like a property that is in walk-in condition - just ready to put your furniture down? What about a spacious, bright ...","£119,995",01698 599749 **,https://www.zoopla.co.uk//for-sale/details/54628429?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed semi-detached house for sale,"Drumby Crescent, Clarkston, Glasgow G76",19th Mar 2020,"***virtual video tour available*** A well presented John Lawrence semi-detached villa providing excellent family accommodation & located just a short walking distance from Williamwood Train Station, local shops, highly acclaimed (truncated)","£275,000",0141 376 9401 **,https://www.zoopla.co.uk//for-sale/details/54625978?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed semi-detached house for sale,"Kinarvie Crescent, Glasgow G53",19th Mar 2020,Rarely available extended two bedroom with attic room semi-detached family home in the highly popular locale of Crookston on the Southside of Glasgow. The property has been upgraded and recently decorated by the current owner and deserves internal ...,"£145,000",024 7511 8874 **,https://www.zoopla.co.uk//for-sale/details/54625648?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed terraced house for sale,"Pitcaple Drive, Glasgow, Lanarkshire G43",19th Mar 2020,A fine example of a beautifully appointed mid terrace villa offering accommodation in walk-in condition. (contd...),"£135,000",0141 376 8797 **,https://www.zoopla.co.uk//for-sale/details/54625500?search_identifier=c309f663d2e6f97022ef2f77e3e04467
6 bed flat for sale,"Flat 2/1, 24, Bank Street, Hillhead, Glasgow G12",19th Mar 2020,Impressively spacious five/six bedroomed duplex apartment over the top two levels of this sandstone building in a fabulous West End location. EPC – E.,"£355,000",0141 376 9427 **,https://www.zoopla.co.uk//for-sale/details/52940895?search_identifier=c309f663d2e6f97022ef2f77e3e04467
4 bed flat for sale,"Whitefield Road, Flat 2/2, Ibrox, Glasgow G51",19th Mar 2020,"HD Property Video Available. Quite simply one of the most stylish properties to come to the local market in recent years. Occupying a convenient and popular situation within Ibrox, this superb duplex four bedroom flat delivers style and character in ...","£169,000",0141 376 9406 **,https://www.zoopla.co.uk//for-sale/details/54622572?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Great Western Road, 96 Whittingehame Court, Kelvinside, Glasgow G12",19th Mar 2020,"HD Video Available. Sitting just off of Great Western Road this spacious, two bedroom apartment is situated on the third floor and offers great views, a fantastic living space and requires a degree of upgrading and modernisation throughout. ...","£150,000",0141 376 9403 **,https://www.zoopla.co.uk//for-sale/details/54622348?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Silvergrove Street, Glasgow G40",19th Mar 2020,"This Modern Upper Floor Flat Is The Ideal Property For First Time Buyers And Working Professionals Alike, Situated In An Excellent Location Close To All Local Amenities And Leisure Outlets. The property is in good order internally have recently been ...","£85,000",0141 376 2423 **,https://www.zoopla.co.uk//for-sale/details/54622174?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"Sandbank Street, Maryhill, Glasgow G20",19th Mar 2020,"HD Video Available. A bright south facing two bedroom first floor main door conversion, with private garden offering bright versatile accommodation with a floored attic space which is currently being used as an additional bedroom. This lovely flat is ...","£109,000",0141 376 9403 **,https://www.zoopla.co.uk//for-sale/details/54620931?search_identifier=c309f663d2e6f97022ef2f77e3e04467
2 bed flat for sale,"London Drive, Mount Vernon, Glasgow G32",19th Mar 2020,"Virtual viewing available - This beautiful modern two bedroom ground floor flat is presented to the market in show-home condition and features include two double bedrooms with master en-suite, open plan living room with feature fireplace, fantastic ...","£120,000",01322 584475 **,https://www.zoopla.co.uk//for-sale/details/54620860?search_identifier=c309f663d2e6f97022ef2f77e3e04467
4 bed detached house for sale,"Inchmurrin Drive, Rutherglen, Glasgow, South Lanarkshire G73",19th Mar 2020,"An elegant detached villa offering countryside views with family accommodation over two levels. Set within this popular development with easy access to all local amenities, this lovely home is sure to impress. (contd...)","£230,000",0141 376 8800 **,https://www.zoopla.co.uk//for-sale/details/54620637?search_identifier=c309f663d2e6f97022ef2f77e3e04467
3 bed flat for sale,"Montgomery Street, Eaglesham, East Renfrewshire G76",19th Mar 2020,This upper duplex cottage period home is set within the heart of the conservation village with open views overlooking the village green and offers the best of both worlds for those seeking a rural lifestyle with easy access to City amenities. (contd...),"£175,000",0141 376 8793 **,https://www.zoopla.co.uk//for-sale/details/54620611?search_identifier=c309f663d2e6f97022ef2f77e3e04467
